Name,Abbrev,Status,Year,City,Country,Mass(kg),Lat_n,Long_n
Acfer 279,,Official,1991,Tamanghasset, Algeria,0.096,27.6333,4.06667
Acfer 280,,Official,1991,Tamanghasset, Algeria,0.177,27.5333,3.9
Acfer 281,,Official,1991,Tamanghasset, Algeria,0.165,27.5333,3.88333
Acfer 282,,Official,1991,Tamanghasset, Algeria,0.067,27.65,4.26667
Acfer 283,,Official,1991,Tamanghasset, Algeria,0.187,27.7,4.21667
Acfer 284,,Official,1991,Tamanghasset, Algeria,0.12,27.7,4.2
Acfer 285,,Official,1991,Tamanghasset, Algeria,0.069,27.6167,4.1
Acfer 286,,Official,1991,Tamanghasset, Algeria,0.407,27.7833,4.16667
Acfer 287,,Official,1992,Tamanghasset, Algeria,0.059,27.6167,4.18333
Acfer 288,,Official,1992,Tamanghasset, Algeria,0.055,27.5833,3.98333
Acfer 289,,Official,1992,Tamanghasset, Algeria,0.076,27.4667,3.85
Acfer 290,,Official,1992,Tamanghasset, Algeria,0.213,27.5333,4.03333
Acfer 291,,Official,1992,Tamanghasset, Algeria,0.261,27.7,4.23333
Acfer 292,,Official,1992,Tamanghasset, Algeria,0.432,27.7167,4.48333
Acfer 293,,Official,1992,Tamanghasset, Algeria,0.198,27.65,4.18333
Acfer 294,,Official,1992,Tamanghasset, Algeria,0.457,27.6333,4
Acfer 295,,Official,1992,Tamanghasset, Algeria,0.217,27.4833,3.9
Acfer 296,,Official,1992,Tamanghasset, Algeria,0.121,27.5667,4
Acfer 297,,Official,1992,Tamanghasset, Algeria,0.043,27.6333,4.03333
Acfer 298,,Official,1992,Tamanghasset, Algeria,2,27.7,4.16667
Acfer 299,,Official,1992,Tamanghasset, Algeria,0.18,27.6667,4.41667
Acfer 300,,Official,1992,Tamanghasset, Algeria,0.27,27.5833,4.15
Acfer 301,,Official,1992,Tamanghasset, Algeria,0.162,27.5167,3.88333
Acfer 302,,Official,1992,Tamanghasset, Algeria,0.095,27.5833,3.95
Acfer 303,,Official,1992,Tamanghasset, Algeria,0.083,27.6,3.98333
Acfer 304,,Official,1992,Tamanghasset, Algeria,0.06,27.6167,4.01667
Acfer 305,,Official,1992,Tamanghasset, Algeria,0.369,27.6833,4.18333
Acfer 306,,Official,1992,Tamanghasset, Algeria,0.129,27.4167,3.81667
Acfer 307,,Official,1992,Tamanghasset, Algeria,0.52,27.4833,3.88333
Acfer 308,,Official,1992,Tamanghasset, Algeria,0.074,27.55,4
Acfer 309,,Official,1992,Tamanghasset, Algeria,0.185,27.6333,4.2
Acfer 310,,Official,1992,Tamanghasset, Algeria,0.169,27.6833,4.25
Acfer 311,,Official,1992,Tamanghasset, Algeria,0.12,27.5,3.83333
Acfer 312,,Official,1992,Tamanghasset, Algeria,0.364,27.5667,3.96667
Acfer 313,,Official,1992,Tamanghasset, Algeria,0.078,27.6,3.98333
Acfer 314,,Official,1992,Tamanghasset, Algeria,0.169,27.65,4.08333
Acfer 315,,Official,1992,Tamanghasset, Algeria,0.506,27.6833,4.18333
Acfer 316,,Official,1992 or 1993,Tamanghasset, Algeria,0.126,27.6833,4.23333
Acfer 317,,Official,1992 or 1993,Tamanghasset, Algeria,0.878,27.5833,4.4
Acfer 318,,Official,1992 or 1993,Tamanghasset, Algeria,0.292,27.55,3.98333
Acfer 319,,Official,1992 or 1993,Tamanghasset, Algeria,2.39,27.55,3.8
Acfer 320,,Official,1992 or 1993,Tamanghasset, Algeria,0.167,27.45,3.88333
Acfer 321,,Official,2001,Tamanghasset, Algeria,0.157,27.5333,4.05
Acfer 322,,Official,2001,Tamanghasset, Algeria,0.025,27.55,4.08333
Acfer 323,,Official,2001,Tamanghasset, Algeria,0.117,27.5,3.86667
Acfer 324,,Official,2001,Tamanghasset, Algeria,0.069,27.5,3.86667
Acfer 325,,Official,1989,Tamanghasset, Algeria,0.032,27.5,3.61667
Acfer 326,,Official,1989,Tamanghasset, Algeria,0.139,27.5,3.61667
Acfer 327,,Official,2001,Tamanghasset, Algeria,0.745,27.7333,4.43333
Acfer 328,,Official,2001,Tamanghasset, Algeria,0.1801,27.7333,4.21667
Acfer 329,,Official,2001,Tamanghasset, Algeria,30,27.5833,4.1
Acfer 330,,Official,2001,Tamanghasset, Algeria,0.49,27.65,4.03333
Acfer 331,,Official,2001,Tamanghasset, Algeria,0.75,27.5833,4.01667
Acfer 332,,Official,2001,Tamanghasset, Algeria,0.115,27.7333,4.13333
Acfer 333,,Official,2001,Tamanghasset, Algeria,0.489,27.5667,4.06667
Acfer 334,,Official,2002,Tamanghasset, Algeria,0.211,27.65,4.38333
Acfer 335,,Official,2002,Tamanghasset, Algeria,0.261,27.7333,4.43333
Acfer 336,,Official,2002,Tamanghasset, Algeria,19.4,27.6167,4.06667
Acfer 337,,Official,2002,Tamanghasset, Algeria,0.36,27.6833,4.26667
Acfer 338,,Official,2002,Tamanghasset, Algeria,0.378,27.7167,4.26667
Acfer 339,,Official,2002,Tamanghasset, Algeria,0.4,27.55,4.2
Acfer 340,,Official,2002,Tamanghasset, Algeria,0.1732,27.5833,4.3
Acfer 341,,Official,2002,Tamanghasset, Algeria,0.132,27.4667,3.83333
Acfer 342,,Official,2002,Tamanghasset, Algeria,1.276,27.5833,4.65
Acfer 343,,Official,2002,Tamanghasset, Algeria,0.14,27.6167,4.25
Acfer 344,,Official,2002,Tamanghasset, Algeria,0.41,27.7333,4.18333
Acfer 345,,Official,2002,Tamanghasset, Algeria,0.053,27.45,3.8
Acfer 346,,Official,2002,Tamanghasset, Algeria,0.546,27.5833,4.65
Acfer 347,,Official,2001,Tamanghasset, Algeria,1.165,27.6833,4.3
Acfer 348,,Official,2001,Tamanghasset, Algeria,8.75,27.9667,4.26667
Acfer 349,,Official,2001,Tamanghasset, Algeria,0.298,27.8333,4.3
Acfer 350,,Official,2001,Tamanghasset, Algeria,0.128,27.6667,4.51667
Acfer 351,,Official,2001,Tamanghasset, Algeria,0.211,27.7,4.13333
Acfer 352,,Official,2001,Tamanghasset, Algeria,0.873,27.7667,4.01667
Acfer 353,,Official,2001,Tamanghasset, Algeria,11.94,27.4833,3.88333
Acfer 354,,Official,2001,Tamanghasset, Algeria,0.252,27.5,3.86667
Acfer 355,,Official,2002,Tamanghasset, Algeria,0.161,27.5833,3.76667
Acfer 356,,Official,2002,Tamanghasset, Algeria,0.12,27.6,4.51667
Acfer 357,,Official,2001,Tamanghasset, Algeria,0.062,27.5,4.86667
Acfer 358,,Official,2002,Tamanghasset, Algeria,0.07,27.7667,4.41667
Acfer 359,,Official,2002,Tamanghasset, Algeria,0.067,27.7,4.48333
Acfer 360,,Official,2002,Tamanghasset, Algeria,0.068,27.4833,3.76667
Acfer 361,,Official,2002,Tamanghasset, Algeria,0.138,27.4167,3.86667
Acfer 362,,Official,2002,Tamanghasset, Algeria,0.243,27.4667,3.7
Acfer 363,,Official,2002,Tamanghasset, Algeria,0.39,27.5667,4.28333
Acfer 364,,Official,2002,Tamanghasset, Algeria,0.656,27.7,4.51667
Acfer 365,,Official,2002,Tamanghasset, Algeria,1.456,27.6,3.93333
Acfer 366,,Official,2002,Tamanghasset, Algeria,1.456,26.6,3.93333
Acfer 367,,Official,2002,Tamanghasset, Algeria,0.41,27.6833,4.41667
Acfer 368,,Official,2002,Tamanghasset, Algeria,0.126,27.6833,4.38333
Acfer 369,,Official,2002,Tamanghasset, Algeria,0.122,27.6667,4.63333
Acfer 370,,Official,2002,Tamanghasset, Algeria,0.129,27.6667,4.35
Acfer 371,,Official,2002,Tamanghasset, Algeria,9.61,27.6667,4.45
Acfer 372,,Official,2002,Tamanghasset, Algeria,0.238,26.6,3.88333
Acfer 373,,Official,2002,Tamanghasset, Algeria,0.128,26.6167,3.93333
Acfer 374,,Official,2002,Tamanghasset, Algeria,0.118,26.6,4.05
Acfer 375,,Official,2002,Tamanghasset, Algeria,0.495,27.5,3.75
Acfer 376,,Official,2002,Tamanghasset, Algeria,0.132,27.6333,3.93333
Acfer 377,,Official,2002,Tamanghasset, Algeria,0.132,27.65,3.96667
Acfer 378,,Official,2003,Tamanghasset, Algeria,1.32,27.4,3.75
Acfer 379,,Official,2004,Tamanghasset, Algeria,14.76,27.4,3.7
Acfer 380,,Official,2002,Tamanghasset, Algeria,0.849,27.7667,4.41667
Acfer 381,,Official,2002,Tamanghasset, Algeria,0.292,27.7,4.45
Acfer 382,,Official,2002,Tamanghasset, Algeria,0.101,27.6333,3.93333
Acfer 386,,Official,2004,Tamanghasset, Algeria,0.2,27.35,3.7
Acfer 387,,Official,2004,Tamanghasset, Algeria,0.177,27.55,4
Acfer 388,,Official,2004,Tamanghasset, Algeria,1.072,27.6167,3.86667
Acfer 389,,Official,2004,Tamanghasset, Algeria,0.397,27.5,3.66667
Acfer 390,,Official,2004,Tamanghasset, Algeria,0.578,27.5,3.68333
Acfer 391,,Official,2004,Tamanghasset, Algeria,0.388,27.5833,4.16667
Acfer 392,,Official,1997,Tamanghasset, Algeria,0.074,27.5167,3.86667
Acfer 393,,Official,1997,Tamanghasset, Algeria,0.074,27.5833,4.03333
Acfer 394,,Official,2001,Tamanghasset, Algeria,0.364,27.5167,3.86667
Acfer 395,,Official,2001,Tamanghasset, Algeria,0.394,27.5,3.88333
Acfer 396,,Official,2001,Tamanghasset, Algeria,0.148,27.5,3.88333
Acfer 397,,Official,2001,Tamanghasset, Algeria,0.105,27.5,3.88333
Acfer 398,,Official,2001,Tamanghasset, Algeria,0.097,27.5,3.85
Acfer 399,,Official,2001,Tamanghasset, Algeria,0.089,27.5,3.86667
Acfer 400,,Official,2001,Tamanghasset, Algeria,0.101,27.5,3.85
Acfer 401,,Official,2002,Tamanghasset, Algeria,0.009,27.6833,4.43333
Ackerly,,Official,1995,Texas, USA,3.05,32.5833,-101.767
Acu?a,,Official,1981,Coahuila, Mexico,217.7,29.3167,-100.967
Ad-Dammam 001,,Official,2015,Ash Sharqiyah, Saudi Arabia,3.25,26.4,49.8667
Adam Talha,,Official,2005,Tiris Zemmour, Mauritania,0.259,22.9833,-10.15
Adrar 001,,Official,1990,Adrar, Algeria,1.917,28.05,0.16667
Adrar 002,,Official,1990,Adrar, Algeria,0.407,27.8167,0.13333
Adrar 003,,Official,1990,Adrar, Algeria,0.287,27.1333,0.2
Adrar Bous,,Official,2001,Agadez, Niger,0.36,20.5,9
Adrar Chiriet,,Official,2003,Agadez, Niger,0.926,19.6333,9.35
Adrar Madet,,Official,1997,Agadez, Niger,1.113,18.5,10.4
Adrar Madet 002,,Official,2002,Agadez, Niger,2.2,18.6,10.4833
Adrar Yaouelt,,Official,2002,Agadez, Niger,2.73,17.6667,10.0333
Aeolis Mons 001,,Official,2016,Mars,,0.25,4.7,137.35
Aeolis Mons 002,,Official,2017,Mars,,1.8,4.7,137.35
Aeolis Palus 001,,Official,2014,Mars,,,4.63333,137.383
Aeolis Palus 002,,Official,2014,Mars,,,4.63333,137.383
Aeolis Palus 003,,Official,2014,Mars,,95,4.63333,137.383
Agoudal,,Official,2000,Mekns-Tafilalet, Morocco,100,31.9833,-5.5
Agoult,,Official,2000,Mekns-Tafilalet, Morocco,0.082,30.55,-4.9
Aguada de Varas 001,AdV 001,Official,2007,Antofagasta, Chile,0.63,24.8667,-69.2667
Aguas Calientes,,Official,1971,Catamarca, Argentina,0.26,25.5,-68.4
Aguemour 001,,Official,1990,Tamanghasset, Algeria,0.896,26.9667,4.45
Aguemour 002,,Official,1990,Tamanghasset, Algeria,0.236,26.9667,4.4
Aguemour 003,,Official,1990,Tamanghasset, Algeria,0.809,27.3667,4.5
Aguemour 004,,Official,1990,Tamanghasset, Algeria,1.137,27.3333,4.5
Aguemour 005,,Official,1991,Tamanghasset, Algeria,0.859,27.4333,4.63333
Aguemour 006,,Official,1992,Tamanghasset, Algeria,0.435,27.5667,4.51667
Aguemour 007,,Official,1992,Tamanghasset, Algeria,0.334,27.5,4.6
Aguemour 008,,Official,1992,Tamanghasset, Algeria,0.079,27.4667,4.18333
Aguemour 009,,Official,1992,Tamanghasset, Algeria,1.446,27.4167,4.11667
Aguemour 010,,Official,1993,Tamanghasset, Algeria,0.367,27.35,4.93333
Aguemour 011,,Official,1993,Tamanghasset, Algeria,0.207,27.35,4.2
Aguemour 012,,Official,1993,Tamanghasset, Algeria,0.347,27.5167,4.18333
Aguemour 013,,Official,1993,Tamanghasset, Algeria,0.364,27.5667,4.51667
Aguemour 014,,Official,1993,Tamanghasset, Algeria,0.167,27.5667,4.31667
Aguemour 015,,Official,1993,Tamanghasset, Algeria,1.106,27.5,4.15
Aguemour 016,,Official,1993,Tamanghasset, Algeria,0.177,27.5833,4.31667
Aguemour 017,,Official,2001,Tamanghasset, Algeria,1,27.4,4.35
Aioun el Atrouss,,Official,1974,Hodh el Gharbi, Mauritania,1,16.3833,-9.56667
Aioun el Atrouss 002,,Official,2015,Hodh el Gharbi, Mauritania,17.2,16.4333,-9.58333
Aiquile,,Official,2016,Cochabamba, Bolivia,50,18.2833,-65.1333
Akmolla,,Official,1988,Ashkhabad, Turkmenistan,0.114,39.5333,59.55
Aksai Chin,,Official,2012,Xinjiang, China,2.4,35.0667,79.1833
Akyumak,,Official,1981,Agri, Turkey,50,39.9167,42.8167
Al Alamayn,,Official,2005,Marsa Matruh, Egypt,0.0133,30.7,28.9667
Al Haddar 001,,Official,2011,Ar Riyad, Saudi Arabia,0.365,21.6167,45.6333
Al Haggounia 001,,Official,2006,Saguia el Hamra, Western Sahara,,27.5,-12.5
Al Haggounia 002,,Official,2014,Saguia el Hamra, Western Sahara,1.35,27.0167,-12.5
Al Haggounia 003,,Official,2013,Western Sahara,,0.897,27.2833,-12.1333
Al Haggounia 004,,Official,2015,Saguia el Hamra, Western Sahara,0.682,27.1,-12.0167
Al Haggounia 005,,Official,2014,Saguia el Hamra, Western Sahara,0.184,27.2833,-12.1333
Al Haggounia 008,,Official,2013,Laayoune/Assaquia Al Hamra, Western Sahara,6.27,27.3667,-12.1
Al Haggounia 009,,Official,2013,Saguia el Hamra, Western Sahara,1.038,27.2833,-12.1167
Al Hawaya 001,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.548,19.85,49.25
Al Hawaya 002,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.0076,19.8333,49.1833
Al Hawaya 003,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.00392,19.8333,49.1667
Al Hawaya 004,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.177,19.7833,49.15
Al Hawaya 005,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.0656,19.7667,49.0667
Al Hawaya 006,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.0152,19.7667,49.0667
Al Hawaya 007,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.1764,19.5167,48.15
Al Hawaya 008,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.00467,19.5,48.0167
Al Hawaya 009,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.0388,19.5,48.0167
Al Hawaya 010,,Official,2013,Ash Sharqiyah, Saudi Arabia,0.00391,19.5,48.0167
Al Huqf 001,AH 001,Official,2000,Al Wusta, Oman,0.0415,19.4167,57.1833
Al Huqf 002,AH 002,Official,2000,Al Wusta, Oman,0.0814,19.2667,57.3833
Al Huqf 003,AH 003,Official,2002,Al Wusta, Oman,0.1154,19.5,57.1167
Al Huqf 004,AH 004,Official,2002,Al Wusta, Oman,0.26,19.5333,57.0833
Al Huqf 005,AH 005,Official,2002,Al Wusta, Oman,0.763,19.8333,57
Al Huqf 006,AH 006,Official,2002,Al Wusta, Oman,1.861,19.8333,57
Al Huqf 007,AH 007,Official,2002,Al Wusta, Oman,1.043,19.8333,57
Al Huqf 008,AH 008,Official,2002,Al Wusta, Oman,1.074,19.8333,57
Al Huqf 009,AH 009,Official,2002,Al Wusta, Oman,0.0398,19.8333,57
Al Huqf 010,AH 010,Official,2002,Al Wusta, Oman,41.54,19.8667,57
Al Huqf 011,AH 011,Official,2002,Al Wusta, Oman,8.06,19.85,57
Al Huqf 012,AH 012,Official,2003,Al Wusta, Oman,0.403,19.8,57.3167
Al Huqf 050,AH 050,Official,2002,Al Wusta, Oman,1.066,19.6,57.0333
Al Huqf 051,AH 051,Official,2003,Al Wusta, Oman,0.403,19.8,57.3167
Al Huqf 052,AH 052,Official,2001,Al Wusta, Oman,1.319,19.65,57.0333
Al Huqf 053,AH 053,Official,2001,Al Wusta, Oman,0.855,19.6,57.2667
Al Huqf 054,AH 054,Official,2001,Al Wusta, Oman,2.94,19.6,57.2667
Al Huqf 055,AH 055,Official,2001,Al Wusta, Oman,1.866,19.6333,57.2833
Al Huqf 056,AH 056,Official,2001,Al Wusta, Oman,0.124,19.65,57.3333
Al Huqf 057,AH 057,Official,2001,Al Wusta, Oman,0.1053,19.5167,57.0833
Al Huqf 058,AH 058,Official,2001,Al Wusta, Oman,0.0977,19.3333,57.1667
Al Huqf 059,AH 059,Official,2001,Al Wusta, Oman,0.363,19.3,57.2667
Al Huqf 060,AH 060,Official,2001,Al Wusta, Oman,0.913,19.4,57.2667
Al Huqf 062,AH 062,Official,2001,Al Wusta, Oman,0.0507,19.4,57.2833
Al Huqf 063,AH 063,Official,2006,Al Wusta, Oman,0.592,19.4333,57.0167
Al Huqf 064,AH 064,Official,2002,Al Wusta, Oman,12.83,19.4,57.2667
Al Huqf 065,AH 065,Official,2007,Al Wusta, Oman,2.08,19.3167,57.2167
Al Huqf 066,AH 066,Official,2007,Al Wusta, Oman,0.1501,19.5,57.1167
Al Huqf 067,AH 067,Official,2009,Al Wusta, Oman,0.0616,19.2167,57.5333
Al Huqf 068,AH 068,Official,2009,Al Wusta, Oman,0.1654,19.1333,57.5833
Al Huqf 069,AH 069,Official,2009,Al Wusta, Oman,0.251,19.2667,57.1333
Al Huqf 070,AH 070,Official,2009,Al Wusta, Oman,2.63,19.1833,57.1
Al Huwaysah 001,,Official,2009,Az Zahirah, Oman,3.15,22.8,55.3167
Al Huwaysah 002,,Official,2009,Az Zahirah, Oman,0.691,22.7833,55.3167
Al Huwaysah 003,,Official,2010,Az Zahirah, Oman,0.273,22.7333,55.3667
Al Huwaysah 004,,Official,2010,Az Zahirah, Oman,0.1415,22.7333,55.3833
Al Huwaysah 005,,Official,2010,Az Zahirah, Oman,1.228,22.7333,55.3167
Al Huwaysah 006,,Official,2010,Az Zahirah, Oman,0.0164,22.7333,55.3167
Al Huwaysah 007,,Official,2010,Az Zahirah, Oman,0.00156,22.7333,55.3167
Al Huwaysah 008,,Official,2010,Az Zahirah, Oman,0.356,22.7333,55.3167
Al Huwaysah 009,,Official,2010,Az Zahirah, Oman,3.41,22.75,55.4
Al Huwaysah 010,,Official,2010,Az Zahirah, Oman,1.412,22.7333,55.4667
Al Huwaysah 011,,Official,2010,Az Zahirah, Oman,0.1128,22.75,55.3833
Al Huwaysah 012,,Official,2010,Az Zahirah, Oman,4.69,22.6667,55.3333
Al Huwaysah 013,,Official,2010,Az Zahirah, Oman,0.0555,22.6833,55.3333
Al Huwaysah 014,,Official,2010,Az Zahirah, Oman,0.0455,22.6833,55.3167
Al Huwaysah 015,,Official,2010,Az Zahirah, Oman,0.0353,22.6833,55.3167
Al Huwaysah 016,,Official,2010,Az Zahirah, Oman,1.331,22.6833,55.3333
Al Huwaysah 017,,Official,2010,Az Zahirah, Oman,0.44,22.7333,55.35
Al Huwaysah 018,,Official,2014,Az Zahirah, Oman,0.89,22.7167,55.3667
Al Jawf 001,AJ 001,Official,2009,Al Jawf, Saudi Arabia,3.16,29.7333,39.7833
Al Zarnkh,,Official,2001,Kurdufan, Sudan,0.7,13.65,28.95
Alaer 001,,Official,2007,Xinjiang, China,0.0017,40.3333,81.25
Alaer 002,,Official,2007,Xinjiang, China,0.0011,40.3333,81.25
Alatage Mountain 001,AM 001,Official,2013,Xinjiang, China,0.17,41.6833,92.95
Alatage Mountain 002,AM 002,Official,2013,Xinjiang, China,0.967,41.6833,92.95
Alatage Mountain 003,AM 003,Official,2013,Xinjiang, China,0.0417,41.6833,92.95
Alatage Mountain 004,AM 004,Official,2013,Xinjiang, China,0.0122,41.6833,92.95
Alatage Mountain 005,AM 005,Official,2013,Xinjiang, China,0.0364,41.6833,92.9333
Alatage Mountain 006,AM 006,Official,2013,Xinjiang, China,0.0174,41.6833,92.9333
Alatage Mountain 007,AM 007,Official,2013,Xinjiang, China,0.0914,41.6833,92.9333
Alatage Mountain 008,AM 008,Official,2013,Xinjiang, China,0.0194,41.6833,92.9333
Alatage Mountain 009,AM 009,Official,2013,Xinjiang, China,0.0062,41.6833,92.9333
Alatage Mountain 010,AM 010,Official,2013,Xinjiang, China,0.0081,41.6833,92.9333
Alatage Mountain 011,AM 011,Official,2013,Xinjiang, China,0.0072,41.6833,92.9333
Alatage Mountain 012,AM 012,Official,2013,Xinjiang, China,0.0026,41.6833,92.9333
Alatage Mountain 013,AM 013,Official,2013,Xinjiang, China,0.0931,41.6833,92.9333
Alatage Mountain 014,AM 014,Official,2013,Xinjiang, China,0.0183,41.6833,92.9333
Alatage Mountain 015,AM 015,Official,2013,Xinjiang, China,0.0837,41.6833,92.9333
Alatage Mountain 016,AM 016,Official,2013,Xinjiang, China,0.316,41.6833,92.9333
Alatage Mountain 017,AM 017,Official,2013,Xinjiang, China,0.1292,41.6833,92.9333
Alatage Mountain 018,AM 018,Official,2013,Xinjiang, China,0.0234,41.6833,92.9333
Alatage Mountain 019,AM 019,Official,2013,Xinjiang, China,0.0427,41.6833,92.9333
Alatage Mountain 020,AM 020,Official,2013,Xinjiang, China,0.0103,41.6833,92.9333
Alatage Mountain 021,AM 021,Official,2013,Xinjiang, China,0.0378,41.6833,92.9333
Alatage Mountain 022,AM 022,Official,2013,Xinjiang, China,0.0777,41.6833,92.9333
Alatage Mountain 023,AM 023,Official,2013,Xinjiang, China,0.0268,41.6833,92.9333
Alatage Mountain 024,AM 024,Official,2013,Xinjiang, China,0.24,41.6833,92.9333
Alatage Mountain 025,AM 025,Official,2013,Xinjiang, China,0.0093,41.6833,92.9333
Alatage Mountain 026,AM 026,Official,2013,Xinjiang, China,0.0333,41.6833,92.9333
Alatage Mountain 027,AM 027,Official,2013,Xinjiang, China,0.0177,41.6833,92.9333
Alatage Mountain 028,AM 028,Official,2013,Xinjiang, China,0.0177,41.6833,92.9333
Alatage Mountain 029,AM 029,Official,2013,Xinjiang, China,0.0447,41.6833,92.9333
Alatage Mountain 030,AM 030,Official,2013,Xinjiang, China,0.0497,41.6833,92.9333
Alatage Mountain 031,AM 031,Official,2013,Xinjiang, China,0.038,41.6833,92.9333
Alatage Mountain 032,AM 032,Official,2013,Xinjiang, China,0.0235,41.6833,92.9333
Alatage Mountain 033,AM 033,Official,2013,Xinjiang, China,0.0231,41.6833,92.9333
Alatage Mountain 034,AM 034,Official,2013,Xinjiang, China,0.1016,41.6833,92.9333
Alatage Mountain 035,AM 035,Official,2013,Xinjiang, China,0.0199,41.6833,92.9333
Alatage Mountain 036,AM 036,Official,2013,Xinjiang, China,0.0248,41.6833,92.9333
Alatage Mountain 037,AM 037,Official,2013,Xinjiang, China,0.0189,41.6833,92.9333
Alatage Mountain 038,AM 038,Official,2013,Xinjiang, China,0.1032,41.6833,92.9333
Alatage Mountain 039,AM 039,Official,2013,Xinjiang, China,0.0676,41.6833,92.9333
Alatage Mountain 040,AM 040,Official,2013,Xinjiang, China,0.0972,41.6833,92.9333
Alatage Mountain 041,AM 041,Official,2013,Xinjiang, China,0.341,41.6833,92.95
Alatage Mountain 042,AM 042,Official,2013,Xinjiang, China,0.404,41.6833,92.95
Alatage Mountain 043,AM 043,Official,2013,Xinjiang, China,9.8,41.05,92.1
Alby sur Ch¹Èran,,Official,2002,Rhone-Alpes, France,0.252,45.8167,6
Aldama (a),,Official,1985,Chihuahua, Mexico,11,28.8333,-105.867
Aldama (b),,Official,1996,Durango, Mexico,0.0665,25.05,-106
Aliskerovo,,Official,1977,Chukotskiy avtonomnyy okrug, Russia,58.4,67.8833,167.5
Alkali,,Official,1998,Nevada, USA,0.0305,37.8667,-117.4
Alkali Flat,,Official,2011,New Mexico, USA,0.028,32.3,-108.9
Alkhamasin,,Official,1973,Ar Riyad, Saudi Arabia,,20.6,44.8833
Allan Hills 06001,ALH 06001,Official,2006,Antarctica,,0.1281,76.7167,158.767
Allan Hills 06002,ALH 06002,Official,2006,Antarctica,,0.1192,76.7333,158.833
Allan Hills 06003,ALH 06003,Official,2006,Antarctica,,0.025,76.7,158.783
Allan Hills 06004,ALH 06004,Official,2006,Antarctica,,0.0617,76.7,158.767
Allan Hills 06005,ALH 06005,Official,2006,Antarctica,,0.006,76.7,158.767
Allan Hills 06006,ALH 06006,Official,2006,Antarctica,,0.281,76.7,158.767
Allan Hills 06007,ALH 06007,Official,2006,Antarctica,,0.226,76.7,158.767
Allan Hills 06008,ALH 06008,Official,2006,Antarctica,,0.12,76.7,158.767
Allan Hills 06009,ALH 06009,Official,2006,Antarctica,,0.0286,76.7,158.767
Allan Hills 06010,ALH 06010,Official,2006,Antarctica,,0.00108,76.7,158.767
Allan Hills 06011,ALH 06011,Official,2006,Antarctica,,0.0243,76.7,158.767
Allan Hills 06012,ALH 06012,Official,2006,Antarctica,,0.091,76.7167,158.767
Allan Hills 09001,ALH 09001,Official,2009,Antarctica,,0.0005,76.7333,159.367
Allan Hills 09002,ALH 09002,Official,2009,Antarctica,,0.0716,76.7333,159.367
Allan Hills 09003,ALH 09003,Official,2009,Antarctica,,0.0155,76.7333,159.367
Allan Hills 12073,ALH 12073,Official,2012,Antarctica,,0.0005,76.7,158.767
Allan Hills 13001,ALH 13001,Official,2014,Antarctica,,0.024,76.6833,159.3
Allan Hills 82100,ALH 82100,Official,1982,Antarctica,,0.0243,76.9667,156.933
Allan Hills 82101,ALH 82101,Official,1982,Antarctica,,0.0291,76.8833,156.917
Allan Hills 82102,ALH 82102,Official,1982,Antarctica,,0.0481,77.0333,157.233
Allan Hills 82103,ALH 82103,Official,1982,Antarctica,,2.53,76.8833,156.983
